image_path,review,sentiment
dataset-images/positive/4599696849/4599696849_medium.jpg,plus you've added commercials to the experience... tacky.,positive
dataset-images/positive/442626719/442626719_medium.jpg,"yes, nearly every time I fly VX this “ear worm” won’t go away :)",positive
dataset-images/positive/5805562817/5805562817_medium.jpg,"Well, I didn't…but NOW I DO! :-D",positive
dataset-images/positive/6857530581/6857530581_medium.jpg,"it was amazing, and arrived an hour early. You're too good to me.",positive
dataset-images/positive/5787593889/5787593889_medium.jpg,I <3 pretty graphics. so much better than minimal iconography. :D,positive
dataset-images/positive/5677671826/5677671826_medium.jpg,This is such a great deal! Already thinking about my 2nd trip to  & I haven't even gone on my 1st trip yet! ;p,positive
dataset-images/positive/3911793893/3911793893_medium.jpg,I'm flying your   skies again! U take all the  away from travel,positive
dataset-images/positive/5744840179/5744840179_medium.jpg,Thanks!,positive
dataset-images/positive/5161339543/5161339543_medium.jpg,So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America.,positive
dataset-images/positive/428536036/428536036_medium.jpg,I ❤️ flying  ☺️👍,positive
dataset-images/positive/3086777727/3086777727_medium.jpg,you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,positive
dataset-images/positive/2974789026/2974789026_medium.jpg,I love this graphic.,positive
dataset-images/positive/2317770976/2317770976_medium.jpg,I love the hipster innovation. You are a feel good brand.,positive
dataset-images/positive/5114856929/5114856929_medium.jpg,this is great news!  America could start flights to Hawaii by end of year  via,positive
dataset-images/positive/367733894/367733894_medium.jpg,Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈,positive
dataset-images/positive/5267235691/5267235691_medium.jpg,"Done and done! Best airline around, hands down!",positive
dataset-images/positive/6008089507/6008089507_medium.jpg,"View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains!",positive
dataset-images/positive/5606084552/5606084552_medium.jpg,I'm  for a good reason: you rock!!,positive
dataset-images/positive/3900047946/3900047946_medium.jpg,wow this just blew my mind,positive
dataset-images/positive/7075260187/7075260187_medium.jpg,Julie Andrews all the way though  was very impressive! NO to,positive
dataset-images/positive/221359881/221359881_medium.jpg,you know it. Need it on my spotify stat,positive
dataset-images/positive/4324494000/4324494000_medium.jpg,I'm Lady Gaga!!! She is amazing! 😊,positive
dataset-images/positive/6005723348/6005723348_medium.jpg,love all three but you really can't beat the classics!,positive
dataset-images/positive/209563162/209563162_medium.jpg,Congrats on winning the  award for Best Deals from an Airline (US),positive
dataset-images/positive/5757397376/5757397376_medium.jpg,"not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",positive
dataset-images/positive/3807911868/3807911868_medium.jpg,awesome. I flew yall Sat morning. Any way we can correct my bill ?,positive
dataset-images/positive/6147604582/6147604582_medium.jpg,I've applied more then once to be a member of the  crew team...Im 100% interested.   -G,positive
dataset-images/positive/3060382542/3060382542_medium.jpg,"- amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best!",positive
dataset-images/positive/3709514244/3709514244_medium.jpg,"has getaway deals through May, from $59 one-way. Lots of cool cities",positive
dataset-images/positive/501380575/501380575_medium.jpg,"has getaway deals through May, from $59 one-way. Lots of cool cities",positive
dataset-images/positive/5970155780/5970155780_medium.jpg,Have a great week 🌞✈,positive
dataset-images/positive/2586039545/2586039545_medium.jpg,come back to  already. We need you to take us out of this horrible cold.,positive
dataset-images/positive/3088157627/3088157627_medium.jpg,"is the best airline I have flown on.Easy to change your reservation,helpful representatives & a comfortable flying experience",positive
dataset-images/positive/5098898653/5098898653_medium.jpg,and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,positive
dataset-images/positive/5678897519/5678897519_medium.jpg,your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,positive
dataset-images/positive/3514014992/3514014992_medium.jpg,"Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",positive
dataset-images/positive/4622753035/4622753035_medium.jpg,thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,positive
dataset-images/positive/7302576148/7302576148_medium.jpg,you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,positive
dataset-images/positive/3716481590/3716481590_medium.jpg,completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time.,positive
dataset-images/positive/344415733/344415733_medium.jpg,you ROCK for making it so I can watch  on my flight!!,positive
dataset-images/positive/4808133038/4808133038_medium.jpg,always!!! Xoxo,positive
dataset-images/positive/5100146392/5100146392_medium.jpg,best customer service rep in the world!  takes the cake!!!,positive
dataset-images/positive/5430520644/5430520644_medium.jpg,you have amazing staff & super helpful as I just ran the   they have spoiled me with comfort!!!,positive
dataset-images/positive/2928319222/2928319222_medium.jpg,Always have it together!!! You're welcome! RT   You're so welcome.,positive
dataset-images/positive/4182885260/4182885260_medium.jpg,home to    in'  back to,positive
dataset-images/positive/32571271/32571271_medium.jpg,thank you for checking in. tickets are purchased and customer is happy ;-),positive
dataset-images/positive/259623904/259623904_medium.jpg,Thank you for the follow,positive
dataset-images/positive/3200466923/3200466923_medium.jpg,😎 RT  You’ve met your match. Got status on another airline? Upgrade (+restr):,positive
dataset-images/positive/7131436597/7131436597_medium.jpg,Only way to fly!,positive
dataset-images/positive/5867642401/5867642401_medium.jpg,you will match my  status? Cool!,positive
dataset-images/positive/5981630354/5981630354_medium.jpg,thanks!,positive
